1456417006567491386,1456417006542538323,-0.164219,0.242332,-0.291303,0.206272,-0.005760,0.978385,0.013481,1456417006540956474,0.049117,0.048464,1456417006542980285,3.079679,-1.177589,1.227376,-0.033854,-0.196428,-0.124910,0.971940,0.046077,0.000004,-0.000010,0.014564,0.009477,-0.001111,1456417006542538323,-0.843461,0.612365,0.599830,0.099876,0.791000,0.228706,0.619001,0.777645,0.033885,0.581792,-1.199579,0.061106,0.054869,-1.182458,0.256510,-0.881941,-0.965361,0.615716,-0.049167,0.179296,0.637675,0.007303,0.129040,0.542060,0.409206,0.141500,0.365446,-0.049103,0.257050,0.636815,-0.041130,0.352614,0.562244,0.391179,0.365335,0.370795,0.113995,0.291746,0.715381,1456417006542538323,-0.038379,0.235843,-3.110161,0.020700,-0.004351,-0.001818
1456417006647403981,1456417006612587542,-0.162927,0.241603,-0.291725,0.206259,-0.005214,0.978388,0.013663,1456417006614836775,0.060208,0.037187,1456417006605719931,3.082228,-1.178233,1.228537,-0.033801,-0.196315,-0.124776,0.971982,0.051335,0.001284,0.001141,0.011922,0.026085,0.005134,1456417006612587542,-0.843452,0.612370,0.599832,0.099943,0.790938,0.228764,0.619042,0.777576,0.033908,0.581794,-1.199584,0.061121,0.054874,-1.182459,0.256516,-0.881945,-0.965349,0.615716,-0.048040,0.179184,0.637382,0.008541,0.128965,0.541737,0.410648,0.141479,0.365245,-0.047889,0.256956,0.636389,-0.039948,0.352510,0.561735,0.392205,0.365153,0.370163,0.115189,0.291733,0.715065,1456417006612587542,-0.037161,0.235461,-3.110017,0.017397,-0.003420,-0.001313
1456417006695520590,1456417006681947038,-0.161707,0.241611,-0.291715,0.206404,-0.005281,0.978357,0.013669,1456417006686089444,0.047719,0.035509,1456417006679035920,3.085743,-1.179011,1.229919,-0.033669,-0.196218,-0.124775,0.972006,0.049769,0.006285,-0.002361,0.001176,0.018284,-0.002013,1456417006681947038,-0.843440,0.612369,0.599822,0.099898,0.790966,0.228754,0.619053,0.777550,0.033940,0.581846,-1.199594,0.061093,0.054850,-1.182453,0.256496,-0.881968,-0.965335,0.615735,-0.046678,0.179172,0.636866,0.009829,0.128944,0.541242,0.411809,0.141380,0.364632,-0.046534,0.256927,0.635850,-0.038949,0.352416,0.561415,0.393557,0.365192,0.369628,0.116619,0.291749,0.714557,1456417006681947038,-0.035945,0.235461,-3.109970,0.017918,0.001524,-0.001153
1456417006775485219,1456417006762377303,-0.160083,0.241344,-0.291927,0.206220,-0.005204,0.978398,0.013517,1456417006754216802,0.050515,0.049117,1456417006773366962,3.089220,-1.180043,1.231548,-0.033586,-0.196243,-0.124800,0.972001,0.047014,-0.000217,-0.000170,0.003759,0.013389,-0.010152,1456417006762377303,-0.843438,0.612372,0.599838,0.099872,0.790963,0.228784,0.619012,0.777619,0.033916,0.581802,-1.199600,0.061117,0.054883,-1.182424,0.256534,-0.881989,-0.965338,0.615753,-0.045215,0.179108,0.636310,0.011262,0.128792,0.540840,0.413171,0.141164,0.364229,-0.045170,0.256831,0.635392,-0.037285,0.352325,0.560721,0.395085,0.364945,0.369297,0.117859,0.291650,0.714088,1456417006762377303,-0.034432,0.235320,-3.110336,0.017139,-0.001940,-0.008702
1456417006834073250,1456417006823279725,-0.158947,0.241172,-0.291854,0.206319,-0.005322,0.978379,0.013389,1456417006828342128,0.047253,0.051726,1456417006825812838,3.091256,-1.180548,1.232511,-0.033852,-0.196220,-0.124842,0.971991,0.047491,0.001691,0.002532,-0.006601,0.018860,-0.006192,1456417006823279725,-0.843441,0.612379,0.599832,0.099906,0.790968,0.228753,0.619012,0.777619,0.033916,0.581794,-1.199585,0.061120,0.054869,-1.182458,0.256510,-0.881924,-0.965343,0.615722,-0.044135,0.178811,0.635873,0.012492,0.128630,0.540242,0.414399,0.140863,0.363691,-0.044061,0.256610,0.634983,-0.035937,0.352112,0.560253,0.396157,0.364569,0.368721,0.119188,0.291325,0.713554,1456417006823279725,-0.033279,0.235131,-3.110553,0.017927,-0.005759,0.002120
1456417006943395147,1456417006902248497,-0.157602,0.241310,-0.291636,0.206432,-0.005850,0.978355,0.013153,1456417006902711980,0.042033,0.047439,1456417006899184873,3.095039,-1.181464,1.233978,-0.034286,-0.196085,-0.125053,0.971976,0.050053,0.001862,-0.004975,-0.016806,0.017714,0.004218,1456417006902248497,-0.843421,0.612403,0.599828,0.099894,0.790965,0.228804,0.619012,0.777619,0.033916,0.581889,-1.199587,0.061076,0.054901,-1.182444,0.256532,-0.881952,-0.965352,0.615713,-0.042717,0.178371,0.635271,0.013684,0.128239,0.539704,0.415695,0.140370,0.362987,-0.042387,0.256194,0.634349,-0.034726,0.351838,0.559947,0.397875,0.364228,0.368144,0.120754,0.290805,0.713126,1456417006902248497,-0.031898,0.235018,-3.110816,0.017528,-0.000667,-0.004055
1456417006983489935,1456417006972623220,-0.155882,0.241591,-0.291506,0.206225,-0.006581,0.978395,0.013047,1456417006967213083,0.049303,0.054336,1456417006972707018,3.098261,-1.182369,1.235499,-0.034781,-0.196043,-0.125000,0.971973,0.049724,0.000003,0.000002,-0.015942,0.031703,0.001014,1456417006972623220,-0.843444,0.612364,0.599834,0.099980,0.791000,0.228862,0.619012,0.777619,0.033916,0.581819,-1.199595,0.061135,0.054895,-1.182432,0.256520,-0.881902,-0.965364,0.615718,-0.041294,0.177878,0.634680,0.015176,0.127698,0.539078,0.417042,0.139960,0.362457,-0.041085,0.255697,0.634003,-0.033194,0.351433,0.559541,0.399418,0.363846,0.368134,0.122059,0.290112,0.712693,1456417006972623220,-0.030398,0.234900,-3.110720,0.022771,-0.004668,-0.000102
1456417007075531174,1456417007042399692,-0.154473,0.241567,-0.291354,0.206221,-0.006907,0.978392,0.013220,1456417007042850973,0.043804,0.037746,1456417007035722166,3.101103,-1.182974,1.236512,-0.035229,-0.195871,-0.125006,0.971991,0.051045,0.001684,-0.004814,0.000228,0.014406,-0.002950,1456417007042399692,-0.843467,0.612358,0.599845,0.099981,0.790960,0.228859,0.619053,0.777550,0.033940,0.581821,-1.199593,0.061118,0.054868,-1.182451,0.256511,-0.881964,-0.965329,0.615732,-0.040197,0.177535,0.634128,0.016416,0.127411,0.538407,0.418299,0.139869,0.361915,-0.039778,0.255244,0.633425,-0.031921,0.351001,0.559047,0.400300,0.363590,0.367725,0.123248,0.289567,0.712194,1456417007042399692,-0.029218,0.234674,-3.110203,0.017574,-0.002911,0.007985
1456417007155502878,1456417007112349802,-0.153162,0.241460,-0.291299,0.206141,-0.007151,0.978405,0.013320,1456417007115577303,0.043804,0.048651,1456417007108850988,3.104075,-1.183844,1.237990,-0.035493,-0.195659,-0.124879,0.972041,0.048803,0.000188,-0.002307,-0.006500,0.023521,-0.000700,1456417007112349802,-0.843472,0.612370,0.599830,0.099976,0.790977,0.228868,0.619042,0.777576,0.033908,0.581845,-1.199588,0.061078,0.054893,-1.182458,0.256532,-0.881952,-0.965352,0.615718,-0.039047,0.177138,0.633585,0.017486,0.127108,0.537974,0.419395,0.139615,0.361445,-0.038857,0.254822,0.632941,-0.030847,0.350583,0.558713,0.401541,0.363426,0.367289,0.124195,0.289139,0.711846,1456417007112349802,-0.028113,0.234429,-3.109883,0.017894,-0.000316,0.002487
1456417007195537246,1456417007192578523,-0.151413,0.241419,-0.291218,0.205807,-0.007525,0.978471,0.013441,1456417007188221950,0.049303,0.048930,1456417007192960921,3.107569,-1.184757,1.239558,-0.035825,-0.195228,-0.124700,0.972138,0.049100,-0.000000,-0.000006,0.016195,0.014124,0.001608,1456417007192578523,-0.843473,0.612373,0.599855,0.099899,0.790965,0.228802,0.619001,0.777645,0.033885,0.581800,-1.199595,0.061101,0.054882,-1.182444,0.256516,-0.881953,-0.965355,0.615732,-0.037932,0.176538,0.632948,0.018722,0.126643,0.537273,0.420616,0.139363,0.361026,-0.037728,0.254319,0.632328,-0.029797,0.350221,0.558201,0.402981,0.363183,0.367086,0.125297,0.288704,0.711391,1456417007192578523,-0.026786,0.234175,-3.109468,0.016672,-0.004735,0.008131
